vgsales_ID,Game_Name,Release_Year,Genre,Publisher,Platform,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
vgsales_ID_2015,Daniel X: The Ultimate Power,2010,Action,THQ,DS,0.07,0,0,0.01,0.08
vgsales_ID_2016,Danny Phantom: The Ultimate Enemy,2005,Action,THQ,GBA,0.16,0.06,0,0,0.22
vgsales_ID_2017,Danny Phantom: Urban Jungle,2006,Action,THQ,DS,0.04,0,0,0,0.04
vgsales_ID_2018,Dante's Inferno,2010,Action,Electronic Arts,"PS3, X360, PSP",1.39,0.51,0.07,0.23,2.2
vgsales_ID_2019,Darius Burst: Chronicle Saviours,2016,Action,Kadokawa Games,PSV,0,0,0.03,0,0.03
vgsales_ID_2020,Darius Gaiden,1995,Shooter,Acclaim Entertainment,SAT,0,0,0.1,0,0.1
vgsales_ID_2021,Darius II,1995,Shooter,Taito,SAT,0,0,0.03,0,0.03
vgsales_ID_2022,Dark Angel: Vampire Apocalypse,2001,Role-Playing,Metro 3D,PS2,0.04,0.03,0,0.01,0.09
vgsales_ID_2023,Dark Arena,2002,Shooter,THQ,GBA,0.03,0.01,0,0,0.04
vgsales_ID_2024,Dark Cavern,1981,Shooter,Mattel Interactive,2600,0.22,0.01,0,0,0.24
vgsales_ID_2025,Dark Cloud,2000,Role-Playing,Sony Computer Entertainment,PS2,0.83,0.44,0.08,0.19,1.54
vgsales_ID_2026,Dark Cloud 2,2002,Role-Playing,Sony Computer Entertainment,PS2,0.38,0.25,0.26,0.07,0.96
vgsales_ID_2027,Dark Half,1996,Role-Playing,Enix Corporation,SNES,0,0,0.04,0,0.04
vgsales_ID_2028,Dark Messiah of Might and Magic Elements,2008,Role-Playing,Ubisoft,X360,0.16,0.02,0.01,0.02,0.2
vgsales_ID_2029,Dark Parables: The Exiled Prince,2011,Puzzle,Unknown,PC,0,0.01,0,0,0.01
vgsales_ID_2030,Dark Rift,1997,Fighting,Vic Tokai,N64,0.12,0.03,0,0,0.15
vgsales_ID_2031,Dark Sector,2008,Shooter,D3Publisher,"X360, PS3",0.45,0.36,0.02,0.12,0.95
vgsales_ID_2032,Dark Souls,2011,Role-Playing,Namco Bandai Games,"PS3, X360",1.39,0.82,0.54,0.31,3.07
vgsales_ID_2033,Dark Souls,2012,Role-Playing,Namco Bandai Games,PC,0,0.06,0,0.01,0.07
vgsales_ID_2034,Dark Souls II,2014,Role-Playing,Namco Bandai Games,"PS3, X360, PC",0.96,0.64,0.41,0.25,2.26
vgsales_ID_2035,Dark Souls II,2015,Role-Playing,Namco Bandai Games,"PS4, XOne",0.33,0.29,0.08,0.1,0.81
vgsales_ID_2036,Dark Souls III,2016,Role-Playing,Namco Bandai Games,"PS4, XOne, PC",0.81,0.58,0.33,0.24,1.96
vgsales_ID_2037,Dark Summit,2001,Sports,THQ,"PS2, XB",0.19,0.1,0,0.03,0.31
vgsales_ID_2038,Dark Summit,2002,Sports,THQ,GC,0.04,0.01,0,0,0.05
vgsales_ID_2039,Dark Tales: Edgar Allan Poe's The Premature Burial,2012,Puzzle,Focus Multimedia,PC,0,0.02,0,0,0.02
vgsales_ID_2040,Dark Void,2010,Action,Capcom,"PS3, X360, PC",0.37,0.22,0,0.09,0.69
vgsales_ID_2041,DarkStar One,2006,Simulation,Ubisoft,PC,0,0.03,0,0.01,0.04
vgsales_ID_2042,DarkStar One: Broken Alliance,2010,Simulation,Kalypso Media,X360,0.11,0.08,0,0.02,0.2
vgsales_ID_2043,Darkened Skye,2002,Adventure,TDK Mediactive,GC,0.01,0,0,0,0.01
vgsales_ID_2044,Darkest of Days,2009,Shooter,Phantom EFX,X360,0.09,0,0,0.01,0.09
vgsales_ID_2045,Darklight Conflict,1997,Simulation,Electronic Arts,PS,0.02,0.01,0,0,0.04
vgsales_ID_2046,Darksiders,2010,Action,THQ,"X360, PC, PS3",0.75,0.36,0.01,0.12,1.23
vgsales_ID_2047,Darksiders II,2012,Action,Nordic Games,PC,0.03,0.1,0,0.03,0.16
vgsales_ID_2048,Darksiders II,2012,Action,THQ,"PS3, X360, WiiU",0.87,0.72,0.01,0.22,1.82
vgsales_ID_2049,Darksiders II,2015,Action,Nordic Games,"PS4, XOne",0.12,0.12,0,0.05,0.28
vgsales_ID_2050,Darkspore,2011,Role-Playing,Electronic Arts,PC,0.07,0.03,0,0.01,0.12
vgsales_ID_2051,Darkstalkers 3,1998,Fighting,Capcom,PS,0.11,0.07,0,0.01,0.19
vgsales_ID_2052,Darkstalkers Chronicle: The Chaos Tower,2004,Fighting,Capcom,PSP,0.13,0,0,0.01,0.15
vgsales_ID_2053,Darkstalkers Resurrection,2013,Fighting,Capcom,PS3,0,0,0.03,0,0.03
vgsales_ID_2054,Darkstone,2001,Role-Playing,Electronic Arts,PS,0.37,0.25,0,0.04,0.66
vgsales_ID_2055,Darkwatch,2005,Shooter,Ubisoft,"PS2, XB",0.32,0.17,0,0.05,0.53
vgsales_ID_2056,Data East Arcade Classics,2010,Misc,Majesco Entertainment,Wii,0.08,0,0,0.01,0.09
vgsales_ID_2057,Date A Live: Arusu Install,2014,Adventure,Compile Heart,PS3,0,0,0.02,0,0.02
vgsales_ID_2058,Date A Live: Rine Utopia,2013,Adventure,Compile Heart,PS3,0,0,0.04,0,0.04
vgsales_ID_2059,Date-A-Live Twin Edition: Rio Reincarnation,2015,Action,Compile Heart,PSV,0,0,0.02,0,0.02
vgsales_ID_2060,Datenshi no Amai Yuuwaku x Kaikan Phrase,2010,Adventure,FuRyu,DS,0,0,0.01,0,0.01
vgsales_ID_2061,Dave Mirra BMX Challenge,2006,Sports,Oxygen Interactive,PSP,0.06,0,0,0.01,0.07
vgsales_ID_2062,Dave Mirra BMX Challenge,2007,Sports,505 Games,Wii,0.06,0,0,0.01,0.07
vgsales_ID_2063,Dave Mirra Freestyle BMX,2000,Sports,Acclaim Entertainment,PS,0.91,0.11,0,0.03,1.05
vgsales_ID_2064,Dave Mirra Freestyle BMX 2,2001,Sports,Acclaim Entertainment,"PS2, GC, XB, GBA",1.17,0.68,0,0.2,2.05
vgsales_ID_2065,Dave Mirra Freestyle BMX 3,2002,Sports,Acclaim Entertainment,GBA,0.02,0.01,0,0,0.03
vgsales_ID_2066,Dave Mirra Freestyle BMX: Maximum Remix,2001,Sports,Acclaim Entertainment,PS,0.15,0.1,0,0.02,0.27
vgsales_ID_2067,Davis Cup Tennis,2002,Sports,Ubisoft,GBA,0.01,0,0,0,0.02
vgsales_ID_2068,Dawn of Discovery,2009,Simulation,Ubisoft,"PC, Wii, DS",0.2,0.41,0,0.1,0.72
vgsales_ID_2069,Dawn of Heroes,2010,Role-Playing,Majesco Entertainment,DS,0.07,0,0,0,0.08
vgsales_ID_2070,Dawn of Mana,2006,Role-Playing,Square Enix,PS2,0.07,0.05,0.29,0.02,0.43
vgsales_ID_2071,Daxter,2006,Platform,Sony Computer Entertainment,PSP,2.45,1.02,0,0.75,4.22
vgsales_ID_2072,Daytona USA,1994,Racing,Sega,SAT,0,0,0.55,0,0.55
vgsales_ID_2073,Daytona USA Championship Circuit Edition,1995,Racing,Sega,SAT,0,0,0.14,0,0.14
vgsales_ID_2074,Dead Ball Zone,1998,Sports,GT Interactive,PS,0.02,0.02,0,0,0.04
vgsales_ID_2075,Dead Head Fred,2007,Action,D3Publisher,PSP,0.04,0,0,0,0.04
vgsales_ID_2076,Dead Island,2011,Action,Deep Silver,"X360, PS3, PC",2.68,1.53,0.15,0.54,4.9
vgsales_ID_2077,Dead Island Definitive Collection,2016,Action,Deep Silver,"PS4, XOne",0.04,0.09,0.01,0.02,0.16
vgsales_ID_2078,Dead Island: Riptide,2013,Action,Deep Silver,"X360, PS3",0.7,0.47,0.08,0.16,1.41
vgsales_ID_2079,Dead Man's Hand,2004,Shooter,Atari,XB,0.09,0.02,0,0,0.11
vgsales_ID_2080,Dead Rising,2006,Action,Capcom,X360,1.16,0.65,0.08,0.2,2.09
vgsales_ID_2081,Dead Rising,2016,Action,Capcom,PS4,0.01,0,0,0,0.02
vgsales_ID_2082,Dead Rising 2,2010,Action,Capcom,"X360, PS3, PC",1.28,1.12,0.24,0.35,3.02
vgsales_ID_2083,Dead Rising 2: Off the Record,2011,Action,Capcom,"PS3, X360, PC",0.32,0.19,0.1,0.06,0.67
vgsales_ID_2084,Dead Rising 3,2013,Action,Microsoft Game Studios,XOne,1.06,0.35,0.01,0.12,1.54
vgsales_ID_2085,Dead Rising: Chop Till You Drop,2009,Action,Capcom,Wii,0.15,0.07,0.05,0.02,0.29
vgsales_ID_2086,Dead Space,2008,Action,Electronic Arts,"PS3, X360, PC",1.94,1.6,0,0.49,4.03
vgsales_ID_2087,Dead Space 2,2011,Shooter,Electronic Arts,"X360, PS3, PC",1.8,1.1,0,0.39,3.29
vgsales_ID_2088,Dead Space 3,2013,Action,Electronic Arts,"PS3, X360",1.08,0.66,0,0.25,1.99
vgsales_ID_2089,Dead Space Extraction,2009,Shooter,Electronic Arts,Wii,0.33,0.11,0.01,0.04,0.48
vgsales_ID_2090,Dead in the Water,1999,Action,ASC Games,PS,0.03,0.02,0,0,0.05
vgsales_ID_2091,Dead or Alive,1997,Fighting,Tecmo Koei,SAT,0,0,0.18,0,0.18
vgsales_ID_2092,Dead or Alive,1998,Fighting,Sony Computer Entertainment,PS,0.09,0.06,0.1,0.02,0.28
vgsales_ID_2093,Dead or Alive 2,2000,Fighting,Acclaim Entertainment,DC,0,0,0.14,0,0.14
vgsales_ID_2094,Dead or Alive 2,2000,Fighting,Tecmo Koei,PS2,0.3,0.24,0.38,0.08,1
vgsales_ID_2095,Dead or Alive 3,2001,Fighting,Microsoft Game Studios,XB,1.19,0.29,0.24,0.06,1.77
vgsales_ID_2096,Dead or Alive 4,2005,Fighting,Tecmo Koei,X360,0.3,0.03,0.1,0.03,0.47
vgsales_ID_2097,Dead or Alive 5,2012,Fighting,Tecmo Koei,PS3,0.23,0.15,0.2,0.07,0.65
vgsales_ID_2098,Dead or Alive 5,2012,Fighting,Ubisoft Annecy,X360,0.19,0.08,0.03,0.02,0.32
vgsales_ID_2099,Dead or Alive 5,2013,Fighting,Tecmo Koei,PSV,0,0.05,0.03,0.02,0.1
vgsales_ID_2100,Dead or Alive 5,2015,Fighting,Tecmo Koei,"PS4, XOne",0.13,0.16,0.09,0.05,0.41
vgsales_ID_2101,Dead or Alive Paradise,2010,Misc,Ubisoft Annecy,PSP,0.07,0.02,0.07,0.02,0.17
vgsales_ID_2102,Dead or Alive Ultimate,2004,Fighting,Tecmo Koei,XB,0.3,0.1,0.08,0.02,0.5
vgsales_ID_2103,Dead or Alive Xtreme 2,2006,Sports,Tecmo Koei,X360,0.15,0.03,0.06,0.02,0.26
vgsales_ID_2104,Dead or Alive Xtreme 3: Fortune,2016,Sports,Tecmo Koei,PS4,0,0,0.05,0,0.05
vgsales_ID_2105,Dead or Alive Xtreme 3: Venus,2016,Sports,Tecmo Koei,PSV,0,0,0.03,0,0.03
vgsales_ID_2106,Dead or Alive Xtreme Beach Volleyball,2003,Sports,Microsoft Game Studios,XB,0.36,0.08,0.14,0.02,0.59
vgsales_ID_2107,Dead or Alive: Dimensions,2011,Fighting,Ubisoft Annecy,3DS,0.13,0.21,0.07,0.03,0.45
vgsales_ID_2108,Dead to Rights,2002,Shooter,Electronic Arts,"PS2, XB, GC",1.31,0.72,0,0.2,2.22
vgsales_ID_2109,Dead to Rights,2004,Shooter,Zoo Digital Publishing,GBA,0.01,0,0,0,0.02
vgsales_ID_2110,Dead to Rights II,2005,Shooter,Electronic Arts,"PS2, XB",0.18,0.1,0,0.03,0.31
vgsales_ID_2111,Dead to Rights: Reckoning,2005,Shooter,Electronic Arts,PSP,0.12,0,0,0.01,0.13
vgsales_ID_2112,Dead to Rights: Retribution,2010,Shooter,Namco Bandai Games,"PS3, X360",0.21,0.2,0.02,0.07,0.49
vgsales_ID_2113,Deadliest Catch: Alaskan Storm,2008,Sports,Navarre Corp,X360,0.04,0,0,0,0.05
vgsales_ID_2114,Deadliest Catch: Sea of Chaos,2010,Sports,Crave Entertainment,"Wii, X360, PS3",0.28,0,0,0.03,0.29
vgsales_ID_2115,Deadliest Warrior: Ancient Combat,2012,Fighting,Cloud Imperium Games Corporation,"X360, PS3",0.08,0,0,0,0.08
vgsales_ID_2116,Deadly Arts,1998,Fighting,Konami Digital Entertainment,N64,0.03,0.01,0,0,0.04
vgsales_ID_2117,Deadly Creatures,2009,Action,THQ,Wii,0.08,0.12,0,0.03,0.23
vgsales_ID_2118,Deadly Duck,1981,Shooter,20th Century Fox Video Games,2600,0.21,0.01,0,0,0.22
vgsales_ID_2119,Deadly Premonition,2010,Action,Rising Star Games,"X360, PS3",0.26,0.11,0,0.04,0.42
vgsales_ID_2120,Deadpool,2013,Action,Activision,"PS3, X360",0.49,0.33,0,0.12,0.93
vgsales_ID_2121,Deadpool,2015,Action,Activision,"PS4, XOne",0.21,0.13,0,0.06,0.4
vgsales_ID_2122,Deal or No Deal,2006,Misc,Focus Home Interactive,PC,0,0.01,0,0,0.01
vgsales_ID_2123,Deal or No Deal,2007,Misc,Mindscape,DS,1.15,0.41,0,0.15,1.71
vgsales_ID_2124,Deal or No Deal,2009,Misc,Zoo Games,Wii,1.22,0,0,0.09,1.31
vgsales_ID_2125,Deal or No Deal: Special Edition,2010,Misc,Zoo Games,DS,0.04,0,0,0,0.04
vgsales_ID_2126,Deal or No Deal: The Banker is Back!,2008,Misc,Mindscape,DS,0,0.2,0,0,0.2
vgsales_ID_2127,Death By Degrees,2005,Action,Sony Computer Entertainment,PS2,0.05,0.04,0,0.01,0.1
vgsales_ID_2128,Death Connection Portable,2011,Adventure,Idea Factory,PSP,0,0,0.01,0,0.01
vgsales_ID_2129,Death Jr.,2005,Platform,Konami Digital Entertainment,PSP,0.17,0,0,0.01,0.19
vgsales_ID_2130,Death Jr. II: Root of Evil,2006,Platform,Konami Digital Entertainment,PSP,0.05,0,0,0,0.06
vgsales_ID_2131,Death Jr. and the Science Fair of Doom,2007,Platform,Konami Digital Entertainment,DS,0.08,0,0,0.01,0.08
vgsales_ID_2132,Death Jr.: Root of Evil,2008,Platform,Eidos Interactive,Wii,0.1,0,0,0.01,0.11
vgsales_ID_2133,Death Trap,1982,Action,Avalon Interactive,2600,0.15,0.01,0,0,0.17
vgsales_ID_2134,DeathSmiles,2009,Shooter,Rising Star Games,X360,0.15,0.06,0.05,0.02,0.28
vgsales_ID_2135,DeathSmiles II,2010,Shooter,Cave,X360,0,0,0.03,0,0.03
vgsales_ID_2136,Deathrow: Underground Team Combat,2002,Sports,Ubisoft,XB,0.05,0.01,0,0,0.06
vgsales_ID_2137,Deathtrap Dungeon,1998,Action,Eidos Interactive,PS,0.19,0.13,0,0.02,0.33
vgsales_ID_2138,Deca Sports,2008,Sports,Konami Digital Entertainment,Wii,1.13,0.87,0.29,0.25,2.54
vgsales_ID_2139,Deca Sports 2,2009,Sports,Hudson Soft,Wii,0.33,0.34,0.09,0.07,0.82
vgsales_ID_2140,Deca Sports 3,2010,Sports,Hudson Soft,Wii,0.15,0.07,0,0.02,0.24
vgsales_ID_2141,Deca Sports DS,2009,Sports,Hudson Soft,DS,0.08,0.02,0,0.01,0.11
vgsales_ID_2142,Deca Sports Extreme,2011,Sports,Hudson Soft,3DS,0.08,0,0.03,0.01,0.12
vgsales_ID_2143,Decathlete,1994,Sports,Sega,SAT,0,0,0.3,0,0.3
vgsales_ID_2144,Deception III: Dark Delusion,1999,Role-Playing,Tecmo Koei,PS,0.02,0.01,0,0,0.04
vgsales_ID_2145,Deception IV: Blood Ties,2014,Action,Tecmo Koei,"PSV, PS3",0.05,0.05,0.13,0.03,0.26
vgsales_ID_2146,Deep Fear,1998,Adventure,Sega,SAT,0,0,0.08,0,0.08
vgsales_ID_2147,Deep Labyrinth,2006,Action,505 Games,DS,0.06,0,0,0,0.07
vgsales_ID_2148,Deepak Chopra's Leela,2011,Misc,THQ,"Wii, X360",0.18,0.06,0,0.02,0.27
vgsales_ID_2149,Deer Drive,2009,Sports,Big Ben Interactive,Wii,0.67,0.04,0,0.05,0.76
vgsales_ID_2150,Deer Drive,2010,Sports,Mastiff,DS,0.41,0,0,0.02,0.44
vgsales_ID_2151,Deer Drive: Legends,2012,Action,Maximum Family Games,3DS,0.03,0,0,0,0.03
vgsales_ID_2152,Deer Hunter,2003,Sports,Atari,PS2,0.14,0.11,0,0.04,0.28
vgsales_ID_2153,Def Jam Fight For NY: The Takeover,2006,Action,Electronic Arts,PSP,0.08,0,0,0.01,0.09
vgsales_ID_2154,Def Jam Icon,2007,Action,Electronic Arts,"PS3, X360",0.46,0.2,0,0.11,0.78
vgsales_ID_2155,Def Jam Rapstar,2010,Misc,Konami Digital Entertainment,"Wii, PS3, X360",0.81,0.1,0,0.07,0.97
vgsales_ID_2156,Def Jam Vendetta,2003,Fighting,Electronic Arts,"PS2, GC",1.14,0.79,0,0.26,2.19
vgsales_ID_2157,Def Jam: Fight for NY,2004,Fighting,Electronic Arts,"PS2, GC",1.03,0.72,0,0.23,1.98
vgsales_ID_2158,DefCon 5,1995,Shooter,Psygnosis,PS,0.04,0.03,0,0,0.07
vgsales_ID_2159,Defender,1980,Misc,Atari,2600,0.99,0.05,0,0.01,1.05
vgsales_ID_2160,Defender,2002,Misc,Midway Games,"PS2, GC, XB",0.35,0.19,0,0.05,0.6
vgsales_ID_2161,Defender II,1987,Shooter,Atari,2600,0.42,0.02,0,0,0.45
vgsales_ID_2162,Defendin' De Penguin,2008,Strategy,Zushi Games,"Wii, DS",0.07,0,0,0,0.07
vgsales_ID_2163,Defiance,2013,Shooter,Trion Worlds,"X360, PS3, PC",0.71,0.3,0,0.11,1.14
vgsales_ID_2164,Delta Force: Black Hawk Down,2005,Shooter,NovaLogic,"PS2, XB",0.47,0.24,0,0.07,0.8
vgsales_ID_2165,Dementium II,2010,Shooter,SouthPeak Games,DS,0.09,0.02,0,0.01,0.12
vgsales_ID_2166,Dementium: The Ward,2007,Shooter,SouthPeak Games,DS,0.15,0.01,0,0.01,0.17
vgsales_ID_2167,DemiKids: Dark Version,2002,Role-Playing,Atlus,GBA,0.02,0.01,0,0,0.02
vgsales_ID_2168,DemiKids: Light Version,2002,Role-Playing,Atlus,GBA,0.02,0.01,0,0,0.02
vgsales_ID_2169,Demigod,2009,Strategy,Atari,PC,0,0.02,0,0,0.02
vgsales_ID_2170,Demolition Racer,1998,Racing,Infogrames,PS,0.17,0.12,0,0.02,0.31
vgsales_ID_2171,Demon Attack,1981,Shooter,Imagic,2600,1.99,0.12,0,0.02,2.13
vgsales_ID_2172,Demon Driver: Time to Burn Rubber!,2003,Racing,Ignition Entertainment,GBA,0.02,0.01,0,0,0.03
vgsales_ID_2173,Demon Gaze,2013,Role-Playing,Nippon Ichi Software,PSV,0.06,0.03,0.08,0.02,0.2
vgsales_ID_2174,Demon Gaze 2,2014,Role-Playing,Experience Inc.,PSV,0,0,0.01,0,0.01
vgsales_ID_2175,Demon's Souls,2009,Role-Playing,Namco Bandai Games,PS3,0.97,0.34,0.35,0.18,1.84
vgsales_ID_2176,Dengeki Bunko Fighting Climax,2014,Fighting,Sega,"PSV, PS3",0.13,0,0.16,0.04,0.34
vgsales_ID_2177,Dengeki Gakuen RPG: Cross of Venus,2009,Role-Playing,ASCII Media Works,DS,0,0,0.05,0,0.05
vgsales_ID_2178,Dengeki Gakuen RPG: Cross of Venus Special,2011,Role-Playing,ASCII Media Works,DS,0,0,0.01,0,0.01
vgsales_ID_2179,Denki Blocks!,2001,Puzzle,Rage Software,GBA,0.03,0.01,0,0,0.04
vgsales_ID_2180,Dennou Senki Virtual-On Force,2010,Fighting,Sega,X360,0,0,0.03,0,0.03
vgsales_ID_2181,Densetsu no Stafi,2002,Platform,Nintendo,GBA,0,0,0.46,0.01,0.47
vgsales_ID_2182,Densetsu no Stafi 2,2003,Platform,Nintendo,GBA,0,0,0.43,0.01,0.44
vgsales_ID_2183,Densetsu no Stafi 3,2004,Platform,Nintendo,GBA,0,0,0.23,0.01,0.24
vgsales_ID_2184,Densetsu no Stafi 4,2006,Platform,Nintendo,DS,0,0,0.17,0,0.17
vgsales_ID_2185,Densetsu no Yuusha no Densetsu: Legendary Saga,2010,Role-Playing,Kadokawa Shoten,PSP,0,0,0.01,0,0.01
vgsales_ID_2186,Densha De Go!,1997,Simulation,Taito,PS,0,0,1.02,0.07,1.09
vgsales_ID_2187,Densha De Go! 2,1999,Simulation,Taito,PS,0,0,0.38,0.03,0.41
vgsales_ID_2188,Densha De Go! 3 Tsuukinhen,2001,Simulation,Taito,PS2,0,0,0.06,0,0.06
vgsales_ID_2189,Densha De Go! 64,1999,Simulation,Taito,N64,0,0,0.05,0.07,0.12
vgsales_ID_2190,Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,2007,Simulation,Taito,Wii,0,0,0.02,0,0.02
vgsales_ID_2191,Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,2010,Simulation,Square Enix,DS,0,0,0.02,0,0.02
vgsales_ID_2192,Deponia,2012,Adventure,Daedalic,PC,0,0.13,0,0.03,0.15
vgsales_ID_2193,Derby Jockey 2,1995,Sports,Asmik Corp,SNES,0,0,0.1,0,0.1
vgsales_ID_2194,Derby Jockey: Kishou e no Michi,1994,Sports,Asmik Corp,SNES,0,0,0.07,0,0.07
vgsales_ID_2195,Derby Stallion,1997,Sports,ASCII Entertainment,PS,0,0,1.96,0.14,2.09
vgsales_ID_2196,Derby Stallion,1999,Sports,ASCII Entertainment,SAT,0,0,0.09,0,0.09
vgsales_ID_2197,Derby Stallion 04,2004,Sports,Enterbrain,PS2,0,0,0.55,0,0.55
vgsales_ID_2198,Derby Stallion 64,2001,Sports,Media Factory,N64,0,0,0.15,0,0.15
vgsales_ID_2199,Derby Stallion 96,1996,Sports,ASCII Entertainment,SNES,0,0,1.04,0.01,1.05
vgsales_ID_2200,Derby Stallion 98,1998,Sports,ASCII Entertainment,SNES,0,0,0.08,0,0.08
vgsales_ID_2201,Derby Stallion 99,1999,Sports,ASCII Entertainment,PS,0,0,1.06,0.07,1.13
vgsales_ID_2202,Derby Stallion Advance,2002,Sports,Enterbrain,GBA,0,0,0.12,0,0.13
vgsales_ID_2203,Derby Stallion DS,2008,Sports,Enterbrain,DS,0,0,0.32,0,0.32
vgsales_ID_2204,Derby Stallion Gold,2014,Sports,Kadokawa Shoten,3DS,0,0,0.14,0,0.14
vgsales_ID_2205,Derby Stallion II,1994,Sports,ASCII Entertainment,SNES,0,0,0.87,0,0.87
vgsales_ID_2206,Derby Stallion III,1995,Sports,ASCII Entertainment,SNES,0,0,1.15,0,1.15
vgsales_ID_2207,Derby Stallion P,2006,Sports,Enterbrain,PSP,0,0,0.1,0,0.1
vgsales_ID_2208,Derby Time 2006,2006,Sports,Sony Computer Entertainment,PSP,0,0,0.03,0,0.03
vgsales_ID_2209,Derby Tsuku 5: Derby Uma o Tsukurou!,2006,Sports,Sega,PS2,0,0,0.04,0,0.04
vgsales_ID_2210,Derby Tsuku: Derby Uma o Tsukurou!,2000,Sports,Sega,DC,0,0,0.08,0,0.08
vgsales_ID_2211,Descent,1996,Shooter,Interplay,PS,0.11,0.07,0,0.01,0.19
vgsales_ID_2212,Descent Maximum,1997,Shooter,Interplay Productions,PS,0.05,0.04,0,0.01,0.1
vgsales_ID_2213,Desert Falcon,1987,Shooter,Atari,2600,0.24,0.01,0,0,0.26
vgsales_ID_2214,Desert Strike Advance,2002,Simulation,Electronic Arts,GBA,0.05,0.02,0,0,0.06
vgsales_ID_2215,Desire,1997,Adventure,Imadio,SAT,0,0,0.14,0,0.14
vgsales_ID_2216,Desktop Tower Defense,2009,Strategy,THQ,DS,0.11,0,0,0.01,0.11
vgsales_ID_2217,Despicable Me: The Game,2010,Platform,D3Publisher,"Wii, PSP, PS2",0.29,0.24,0,0.08,0.6
vgsales_ID_2218,Despicable Me: The Game - Minion Mayhem,2010,Puzzle,D3Publisher,DS,0.42,0.09,0,0.04,0.54
vgsales_ID_2219,Destiny,2014,Shooter,Activision,"PS4, XOne, X360, PS3",6.59,4.12,0.28,1.62,12.61
vgsales_ID_2220,Destiny Links,2009,Role-Playing,Namco Bandai Games,DS,0,0,0.01,0,0.01
vgsales_ID_2221,Destiny: The Collection,2016,Shooter,Activision,"PS4, XOne",0.02,0.06,0,0.01,0.1
vgsales_ID_2222,Destiny: The Taken King,2015,Shooter,Activision,"PS4, XOne, PS3, X360",1.97,1.3,0.06,0.51,3.87
vgsales_ID_2223,Destrega,1998,Fighting,Sony Computer Entertainment,PS,0.04,0.03,0,0,0.07
vgsales_ID_2224,Destroy All Humans!,2005,Shooter,THQ,"PS2, XB",1.12,0.14,0,0.15,1.4
vgsales_ID_2225,Destroy All Humans! 2,2006,Action,THQ,PS2,0.4,0.02,0,0.07,0.48
vgsales_ID_2226,Destroy All Humans! Big Willy Unleashed,2008,Action,THQ,Wii,0.13,0,0,0.01,0.14
vgsales_ID_2227,Destroy All Humans! Path of the Furon,2008,Action,THQ,X360,0.08,0.04,0,0.01,0.13
vgsales_ID_2228,Destroy All Humans! Path of the Furon,2009,Action,THQ,PS3,0,0.08,0,0.01,0.09
vgsales_ID_2229,Destruction Derby,1995,Racing,Psygnosis,PS,0.5,0.34,0,0.06,0.9
vgsales_ID_2230,Destruction Derby 2,1996,Racing,Psygnosis,PS,0.65,0.44,0,0.08,1.17
vgsales_ID_2231,Destruction Derby 64,1999,Racing,THQ,N64,0.13,0.03,0,0,0.16
vgsales_ID_2232,Destruction Derby Arenas,2004,Racing,Sony Computer Entertainment,PS2,0.06,0.05,0,0.02,0.13
vgsales_ID_2233,Destruction Derby Raw,2000,Racing,Sony Computer Entertainment,PS,0.08,0.05,0,0.01,0.14
vgsales_ID_2234,Detana TwinBee Yahho! Deluxe Pack,1995,Shooter,Konami Digital Entertainment,"SAT, PS",0,0,0.21,0.01,0.22
vgsales_ID_2235,Detective Barbie: The Mystery Cruise,1999,Adventure,Mattel Interactive,PS,0.08,0.05,0,0.01,0.14
vgsales_ID_2236,Detective Conan: Marionette Symphony,2013,Adventure,Namco Bandai Games,3DS,0,0,0.05,0,0.05
vgsales_ID_2237,Detective Conan: Phantom Rhapsody,2014,Action,Namco Bandai Games,3DS,0,0,0.03,0,0.03
vgsales_ID_2238,Detective Conan: Prelude from the Past,2012,Action,Namco Bandai Games,"DS, PSP",0,0,0.09,0,0.09
vgsales_ID_2239,Detective Jinguuji Saburo: Ronde Revenge,2012,Action,Arc System Works,3DS,0,0,0.02,0,0.02
vgsales_ID_2240,Detective Opera: Milky Holmes 2,2012,Adventure,BushiRoad,PSP,0,0,0.03,0,0.03
vgsales_ID_2241,Deus Ex,2000,Role-Playing,Eidos Interactive,PC,0,0.01,0,0,0.01
vgsales_ID_2242,Deus Ex: Human Revolution,2011,Shooter,Square Enix,"PS3, X360, PC",1.51,1.33,0.09,0.44,3.37
vgsales_ID_2243,Deus Ex: Human Revolution,2013,Shooter,Square Enix,WiiU,0.06,0.05,0,0.01,0.12
vgsales_ID_2244,Deus Ex: Invisible War,2003,Shooter,Eidos Interactive,XB,0.25,0.07,0,0.01,0.33
vgsales_ID_2245,Deus Ex: Mankind Divided,2016,Role-Playing,Square Enix,"PS4, XOne, PC",0.18,0.26,0,0.06,0.5
vgsales_ID_2246,Deus Ex: The Conspiracy,2002,Action,Eidos Interactive,PS2,0.1,0.08,0,0.03,0.21
vgsales_ID_2247,Devil Dice,1998,Puzzle,THQ,PS,0.05,0.03,1.1,0.08,1.26
vgsales_ID_2248,Devil Kings,2005,Action,Capcom,PS2,0.03,0.03,0.18,0.01,0.25
vgsales_ID_2249,Devil May Cry,2001,Action,Capcom,PS2,1.36,0.86,0.64,0.13,2.99
