Console,Game_Name,Review,Score
PC,Robin Hood: The Legend of Sherwood,Great,8
PC,O.R.B.,Good,7
PC,DarkSpace,Good,7
PC,BMX XXX,Mediocre,5
PC,Zapper,Fair,6
PC,Cubivore,Good,7
PC,Zapper,Fair,6
PC,Kakuto Chojin,Mediocre,5
PC,Dogs Playing Poker,Fair,6
PC,Civilization III: Play the World,Mediocre,5
PC,Soldiers of Anarchy,Great,8
PC,Metal Gear Solid 2: Substance,Great,8
PC,NBA Starting Five,Poor,4
PC,EverQuest: The Planes of Power,Good,7
PC,Madden NFL 99,Great,8
PC,MechAssault,Superb,9
PC,Rallisport Challenge,Great,8
PC,WWE SmackDown! Shut Your Mouth,Great,8
PC,Shinobi,Good,7
PC,Toxic Grind,Bad,3
PC,FIFA 2003,Superb,9
PC,Mario Party 4,Good,7
PC,Dynasty Warriors 3,Good,7
PC,Swingerz Golf,Fair,6
PC,The Scorpion King: Rise of the Akkadian,Poor,4
PC,NHL 2003,Great,8
PC,V-Rally 3,Good,7
PC,NBA Inside Drive 2003,Good,7
PC,Disney Golf,Good,7
PC,Beam Breakers,Mediocre,5
PC,Phantasy Star Online Episode I & II,Good,7
PC,Football Mogul 2003,Poor,4
PC,Sneakers,Bad,3
PC,Strike Fighters: Project 1,Fair,6
PC,Age of Mythology,Superb,9
PC,Ratchet & Clank,Superb,9
PC,TransWorld Snowboarding,Good,7
PC,NHL FaceOff 2003,Poor,4
PC,Pac-Man World 2,Good,7
PC,The Lord of the Rings: The Fellowship of the Ring,Mediocre,5
PC,Defender,Fair,6
PC,Suikoden III,Superb,9
PC,Defender,Fair,6
PC,Scrabble Complete,Good,7
PC,Zoo Tycoon: Marine Mania,Fair,6
PC,Wheel of Fortune 2003,Fair,6
PC,Tiger Woods PGA Tour 2003,Great,8
PC,Silent Scope 3,Mediocre,5
PC,Tiger Woods PGA Tour 2003,Great,8
PC,Tiger Woods PGA Tour 2003,Great,8
PC,Virtua Tennis,Great,8
PC,NBA ShootOut 2003 (PS2),Mediocre,5
PC,Iron Storm,Good,7
PC,Combat Mission: Barbarossa to Berlin,Superb,9
PC,Robotech: Battlecry,Fair,6
PC,DDRMAX,Good,7
PC,Baldur's Gate: Dark Alliance,Good,7
PC,Grand Theft Auto: Vice City,Superb,9
PC,Deathrow,Great,8
PC,BloodRayne,Good,7
PC,BloodRayne,Good,7
PC,NASCAR Thunder 2003,Mediocre,5
PC,Jeopardy! 2003,Good,7
PC,Baldur's Gate: Dark Alliance,Great,8
PC,X-Men: Next Dimension,Fair,6
PC,X-Men: Next Dimension,Fair,6
PC,Taz Wanted,Mediocre,5
PC,Taz Wanted,Mediocre,5
PC,Combat Flight Simulator 3: Battle for Europe,Good,7
PC,Conflict: Desert Storm,Poor,4
PC,Driver 2 Advance,Great,8
PC,Hoyle Puzzle Games,Good,7
PC,The Lord of the Rings: The Fellowship of the Ring,Terrible,2
PC,The Lord of the Rings: The Fellowship of the Ring,Mediocre,5
PC,Contra: Shattered Soldier,Good,7
PC,The Lord of the Rings: The Fellowship of the Ring,Mediocre,5
PC,Tony Hawk's Pro Skater 4,Superb,9
PC,Reign of Fire,Poor,4
PC,Reign of Fire,Poor,4
PC,America's Army: Operations,Great,8
PC,The House of the Dead III,Fair,6
PC,Wild Arms 3,Good,7
PC,WTA Tour Tennis,Fair,6
PC,WTA Tour Tennis,Fair,6
PC,Hoyle Board Games,Good,7
PC,Hoyle Card Games review,Fair,6
PC,ToeJam & Earl III: Mission to Earth,Mediocre,5
PC,Ty the Tasmanian Tiger,Good,7
PC,Ty the Tasmanian Tiger,Good,7
PC,Ty the Tasmanian Tiger,Good,7
PC,Taz Wanted,Mediocre,5
PC,"The Lord of the Rings, The Two Towers",Great,8
PC,Need for Speed: Hot Pursuit 2,Good,7
PC,Dual Blades,Good,7
PC,Sub Rebellion,Fair,6
PC,Whacked!,Mediocre,5
PC,Tony Hawk's Pro Skater 3,Great,8
PC,Chase: Hollywood Stunt Driver,Fair,6
PC,Knockout Kings 2003,Great,8
PC,Legaia 2: Duel Saga,Good,7
PC,Smuggler's Run,Bad,3
PC,Grandia Xtreme,Fair,6
PC,Loons: The Fight for Fame,Poor,4
PC,Evolution Skateboarding,Poor,4
PC,NHL 2003,Great,8
PC,NHL 2003,Great,8
PC,Red Faction II,Great,8
PC,RollerCoaster Tycoon 2,Good,7
PC,Crazy Taxi,Mediocre,5
PC,Egg Mania: Eggstreme Madness,Fair,6
PC,Defender of the Crown,Fair,6
PC,Law & Order: Dead on the Money,Fair,6
PC,NBA Live 2003,Great,8
PC,Gravity Games Bike: Street Vert Dirt,Abysmal,1
PC,Namco Museum,Fair,6
PC,Namco Museum,Fair,6
PC,Season Ticket Basketball 2003,Great,8
PC,Batman: Vengeance,Poor,4
PC,Industry Giant II,Mediocre,5
PC,NBA Live 2003,Great,8
PC,NHL 2003,Great,8
PC,Rayman Arena,Mediocre,5
PC,Rayman Arena,Fair,6
PC,Rayman Arena,Fair,6
PC,NBA Live 2003,Great,8
PC,NBA 2K3,Great,8
PC,Rayman Arena,Mediocre,5
PC,Godzilla: Destroy All Monsters Melee,Fair,6
PC,NASCAR Thunder 2003,Great,8
PC,NASCAR Thunder 2003,Good,7
PC,NASCAR Thunder 2003,Great,8
PC,Spyro 2: Season of Flame,Great,8
PC,RLH,Poor,4
PC,NBA 2K3,Great,8
PC,Disney's Magical Quest Starring Mickey & Minnie,Fair,6
PC,Mat Hoffman's Pro BMX 2,Good,7
PC,Super Bust-A-Move 2,Poor,4
PC,Hitman 2: Silent Assassin,Great,8
PC,TimeSplitters 2,Great,8
PC,TimeSplitters 2,Great,8
PC,TimeSplitters 2,Great,8
PC,NBA 2K3,Great,8
PC,Hitman 2: Silent Assassin,Great,8
PC,SEGA Smash Pack,Mediocre,5
PC,Hitman 2: Silent Assassin,Great,8
PC,Heroes of Might and Magic IV: The Gathering Storm,Good,7
PC,Myst III: Exile,Fair,6
PC,Myst III: Exile,Fair,6
PC,Conflict: Desert Storm,Poor,4
PC,Need for Speed: Hot Pursuit 2,Good,7
PC,Need for Speed: Hot Pursuit 2,Good,7
PC,Need for Speed: Hot Pursuit 2,Great,8
PC,Conflict: Desert Storm,Poor,4
PC,Sniper: Path of Vengeance,Terrible,2
PC,Prisoner of War,Good,7
PC,ATV Quad Power Racing,Mediocre,5
PC,Casino Empire,Mediocre,5
PC,Riding Spirits,Mediocre,5
PC,Unreal Tournament 2003,Great,8
PC,Blinx: The Time Sweeper,Fair,6
PC,Dual Hearts,Good,7
PC,Digimon World 3,Poor,4
PC,Superman: Shadow of Apokolips,Fair,6
PC,Virtual Resort: Spring Break,Fair,6
PC,Stronghold: Crusader,Great,8
PC,NHL Hitz 2003,Good,7
PC,Incoming Forces,Fair,6
PC,Ferrari F355 Challenge,Good,7
PC,Tom Clancy's Ghost Recon: Island Thunder,Great,8
PC,Mega Man Zero,Great,8
PC,Tribes Aerial Assault,Good,7
PC,Burnout 2: Point of Impact,Great,8
PC,The Sims: Unleashed,Great,8
PC,F1 2002,Great,8
PC,Yoshi's Island: Super Mario Advance 3,Superb,9
PC,Divine Divinity,Great,8
PC,No One Lives Forever 2: A Spy In H.A.R.M.'s Way,Superb,9
PC,Links 2003,Great,8
PC,4x4 EVO 2,Poor,4
PC,Sega Bass Fishing Duel,Good,7
PC,NHL Hitz 2003,Good,7
PC,NHL Hitz 2003,Good,7
PC,Dino Stalker,Poor,4
PC,Star Fox Adventures,Great,8
PC,Scooby-Doo! Night of 100 Frights,Good,7
PC,Robotech: Battlecry,Fair,6
PC,Robotech: Battlecry,Fair,6
PC,Crash Bandicoot: The Wrath of Cortex,Mediocre,5
PC,Castlevania: Harmony of Dissonance,Great,8
PC,Kelly Slater's Pro Surfer,Great,8
PC,Kelly Slater's Pro Surfer,Great,8
PC,Kelly Slater's Pro Surfer,Great,8
PC,Demolition Derby and Figure 8 Race,Poor,4
PC,Super Ghouls 'N Ghosts,Good,7
PC,Blade II,Poor,4
PC,Blade II,Poor,4
PC,Gungrave,Mediocre,5
PC,Arthur's Quest: Battle for the Kingdom,Abysmal,1
PC,Ikaruga,Great,8
PC,Battlefield 1942,Great,8
PC,Sega Soccer Slam,Great,8
PC,Animal Crossing,Great,8
PC,Madden NFL 2003,Good,7
PC,Earth 2150: Lost Souls,Good,7
PC,NCAA College Football 2K3,Good,7
PC,Chessmaster 9000,Good,7
PC,Geoff Crammond's Grand Prix 4,Great,8
PC,Armored Core 3,Good,7
PC,The Thing,Great,8
PC,Freekstyle,Good,7
PC,Hard Truck: 18 Wheels of Steel,Good,7
PC,Quantum Redshift,Good,7
PC,The Partners,Mediocre,5
PC,Emperor: Rise of the Middle Kingdom,Good,7
PC,Fortress,Fair,6
PC,Farscape: The Game,Bad,3
PC,Mobile Suit Gundam: Federation vs. Zeon,Good,7
PC,Aggressive Inline,Good,7
PC,Kingdom Hearts,Great,8
PC,Turok: Evolution,Good,7
PC,Turok: Evolution,Good,7
PC,Turok: Evolution,Good,7
PC,Turok: Evolution,Good,7
PC,Super Shot Soccer,Fair,6
PC,Medieval: Total War,Great,8
PC,Golf Resort Tycoon II,Fair,6
PC,Cossacks: The Art of War,Good,7
PC,Syberia,Superb,9
PC,Cultures,Mediocre,5
PC,The Outforce,Good,7
PC,NFL Blitz 2003,Good,7
PC,MLB 2003,Good,7
PC,Pac-Man Fever,Mediocre,5
PC,Pac-Man Fever,Mediocre,5
PC,Sega Soccer Slam,Great,8
PC,Mafia,Superb,9
PC,Space HoRSE,Fair,6
PC,Cultures 2: Gates of Asgard,Good,7
PC,Sega GT 2002,Great,8
PC,Mobile Forces,Good,7
PC,Duke Nukem Advance,Good,7
PC,Commandos 2: Men of Courage,Good,7
PC,Prisoner of War,Fair,6
PC,Gun Metal,Fair,6
PC,Prince of Qin,Fair,6
PC,Big Scale Racing,Fair,6
PC,Aggressive Inline,Great,8
PC,NFL Blitz 2003,Great,8
PC,SOCOM: U.S. Navy SEALs,Great,8
PC,MLB Slugfest 2003,Great,8
PC,MLB Slugfest 2003,Great,8
PC,Season Ticket Football 2003,Abysmal,1
PC,The Thing,Good,7
PC,Robopon 2,Good,7
PC,Dragon Force,Superb,9
PC,Onimusha 2: Samurai's Destiny,Good,7
PC,Dead to Rights,Good,7
PC,Super Mario Sunshine,Great,8
PC,Super Monkey Ball 2,Superb,9
PC,Age of Sail II: Privateer's Bounty,Good,7
PC,Aliens vs. Predator 2 - Primal Hunt,Mediocre,5
PC,NFL 2K3,Superb,9
PC,Street Hoops,Poor,4
PC,Madden NFL 2003,Superb,9
PC,NFL 2K3,Superb,9
PC,Suzuki Alstare Extreme Racing,Mediocre,5
PC,NASCAR Racing 4,Superb,9
PC,FIFA 2001 Major League Soccer,Superb,9
PC,Mike Tyson Heavyweight Boxing,Terrible,2
PC,Ultima Online - The Second Age,Fair,6
PC,Shadow of Destiny,Good,7
PC,Rock Manager,Good,7
PC,Intellivision Lives!,Great,8
PC,Crazy Taxi 3,Fair,6
PC,Age of Wonders II: The Wizard's Throne,Great,8
PC,Enclave,Fair,6
PC,Tetris Worlds,Mediocre,5
PC,NCAA Football 2003,Great,8
PC,The Mark of Kri,Good,7
PC,Operation Flashpoint: Resistance,Great,8
PC,Delta Force: Task Force Dagger,Poor,4
PC,Hero X,Bad,3
PC,Gravity Games: Street Vert Dirt,Abysmal,1
PC,Barbarian,Mediocre,5
PC,Warcraft III: Reign of Chaos,Superb,9
PC,Magic The Gathering Online,Good,7
PC,Men in Black II: Alien Escape,Good,7
PC,RedCard Soccer 2003,Good,7
PC,Global Touring Challenge: Africa,Mediocre,5
PC,Eternal Darkness: Sanity's Requiem,Superb,9
PC,Stuntman,Great,8
PC,Neverwinter Nights,Superb,9
PC,Mega Man Battle Network 2,Great,8
PC,The Worst Case Scenario Survival Trivia Challenge,Mediocre,5
PC,MLB Slugfest 2003,Great,8
PC,Scooby-Doo: Night of 100 Frights,Good,7
PC,Operation Blockade,Bad,3
PC,Bomberman MAX 2 Blue/Red Advance,Good,7
PC,Endgame,Mediocre,5
PC,Uncommon Valor: Campaign for the South Pacific,Good,7
PC,Way of the Samurai,Good,7
PC,Legion,Mediocre,5
PC,World Series Baseball,Good,7
PC,ZooCube,Good,7
PC,Zoo Tycoon: Dinosaur Digs Expansion Pack,Fair,6
PC,Legends of Wrestling,Mediocre,5
PC,Star Wars Episode II: Attack of the Clones,Bad,3
PC,Medal of Honor Frontline,Superb,9
PC,Duke Nukem: Manhattan Project,Good,7
PC,Soldier of Fortune II: Double Helix,Great,8
PC,Grand Theft Auto III,Superb,9
PC,Dragon Ball Z: The Legacy of Goku,Mediocre,5
PC,Britney's Dance Beat,Fair,6
PC,Crisis Team: Ambulance Driver,Abysmal,1
PC,The Elder Scrolls III: Morrowind,Great,8
PC,Tactics Ogre: The Knight of Lodis,Superb,9
PC,Dragon Throne: Battle of Red Cliffs review,Fair,6
PC,2002 FIFA World Cup,Good,7
PC,Flanker 2.5,Great,8
PC,World of Outlaws: Sprint Cars 2002,Fair,6
PC,Resident Evil,Great,8
PC,2002 FIFA World Cup,Good,7
PC,ESPN MLS ExtraTime 2002,Fair,6
PC,Spider-Man: The Movie,Good,7
PC,Spider-Man: The Movie,Good,7
PC,Army Men: RTS,Good,7
PC,Atari Anniversary Advance,Great,8
PC,Yu-Gi-Oh! Dark Duel Stories,Fair,6
PC,Dungeon Siege,Great,8
PC,Yu-Gi-Oh! Forbidden Memories,Mediocre,5
PC,Carnivores: Cityscape,Mediocre,5
PC,Hooters: Road Trip,Terrible,2
PC,Deus Ex: The Conspiracy,Great,8
PC,ESPN MLS ExtraTime 2002,Fair,6
PC,Blood Omen 2,Good,7
PC,The King of Fighters 2001,Great,8
PC,Freedom Force,Superb,9
PC,Broken Sword: The Shadow of the Templars,Good,7
PC,Blood Omen 2  (PlayStation 2),Good,7
PC,"Monsters, Inc.",Mediocre,5
PC,Agent Under Fire,Fair,6
PC,Gauntlet: Dark Legacy,Mediocre,5
PC,Diggles,Fair,6
PC,Gunvalkyrie,Fair,6
PC,Crash Bandicoot: The Huge Adventure,Good,7
PC,Pac-Man World 2,Good,7
PC,All-Star Baseball 2003,Great,8
PC,Star Wars: Episode I Racer,Good,7
PC,Spy Hunter,Fair,6
PC,Tony Hawk's Pro Skater 3,Superb,9
PC,Rallisport Challenge,Superb,9
PC,Ecco the Dolphin: Defender of the Future,Good,7
PC,Command & Conquer Renegade,Good,7
PC,Hundred Swords,Good,7
PC,Smashing Drive,Bad,3
PC,State of Emergency,Great,8
PC,Sonic Adventure 2 Battle,Fair,6
PC,Beach Head 2002,Poor,4
PC,WWF Raw,Fair,6
PC,Grandia II,Good,7
PC,Sonic Advance,Good,7
PC,Betty Bad,Poor,4
PC,Kao the Kangaroo,Terrible,2
PC,SimGolf,Great,8
PC,Drakan: The Ancients' Gates,Good,7
PC,Demonworld: Dark Armies,Abysmal,1
PC,Genma Onimusha,Great,8
PC,Martian Gothic: Unification,Mediocre,5
PC,Darkened Skye,Good,7
PC,NASCAR Thunder 2002,Mediocre,5
PC,Medal of Honor: Allied Assault,Superb,9
PC,Original War,Mediocre,5
PC,Alcatraz: Prison Escape,Abysmal,1
PC,Mega Man X6,Good,7
PC,The Simpsons Road Rage,Fair,6
PC,NCAA March Madness 2002,Good,7
PC,Breath of Fire,Good,7
PC,Batman: Vengeance,Good,7
PC,Mega Man Battle Network,Great,8
PC,Deer Hunter 5: Tracking Trophies,Fair,6
PC,Combat,Fair,6
PC,Uplink,Good,7
PC,Legend of Alon D'ar,Bad,3
PC,Gothic,Good,7
PC,Tetris Worlds,Bad,3
PC,Jumpgate,Great,8
PC,Larry Ragland 4x4 Challenge,Poor,4
PC,Final Fantasy X,Superb,9
PC,Harry Potter and the Sorcerer's Stone,Poor,4
PC,Harvest Moon: Save the Homeland,Great,8
PC,Legends of Wrestling,Mediocre,5
PC,Wario Land 4,Great,8
PC,Max Payne,Great,8
PC,Tetris Worlds,Terrible,2
PC,Twisted Metal Small Brawl,Fair,6
PC,Disney's Tarzan Untamed,Mediocre,5
PC,Victorious Boxers,Great,8
PC,Pikmin,Great,8
PC,Harry Potter and the Sorcerer's Stone,Mediocre,5
PC,From Dusk Till Dawn,Mediocre,5
PC,Silent Hill 2: Restless Dreams,Good,7
PC,Shenmue II,Great,8
PC,Jak and Daxter: The Precursor Legacy,Great,8
PC,The Simpsons Road Rage,Fair,6
PC,Wizardry 8,Superb,9
PC,Ecks vs. Sever,Good,7
PC,Super Smash Bros. Melee,Great,8
PC,Codename: Outbreak,Mediocre,5
PC,Batman: Vengeance,Fair,6
PC,FIFA 2002,Great,8
PC,Batman: Vengeance,Good,7
PC,Kabuki Warriors,Abysmal,1
PC,Return to Castle Wolfenstein,Superb,9
PC,Baldur's Gate: Dark Alliance,Great,8
PC,Jackie Chan Adventures: Legend of the Dark Hand,Great,8
PC,Dave Mirra Freestyle BMX 2,Good,7
PC,Tennis Masters Series,Mediocre,5
PC,WWF: Road to Wrestlemania,Good,7
PC,Deadly Dozen,Good,7
PC,Motor City Online,Good,7
PC,Gradius Galaxies,Good,7
PC,Crazy Taxi,Poor,4
PC,Dragon Warrior VII,Good,7
PC,FIFA 2002,Superb,9
PC,Cel Damage,Mediocre,5
PC,Asheron's Call: Dark Majesty,Great,8
PC,Tony Hawk's Pro Skater 3,Superb,9
PC,Conflict Zone,Poor,4
PC,18 Wheeler: American Pro Trucker,Fair,6
PC,Capcom vs. SNK 2: Mark of the Millennium,Great,8
PC,Shrek,Mediocre,5
PC,WWF SmackDown! Just Bring It,Great,8
PC,AirForce Delta Storm,Fair,6
PC,Soldier of Fortune Gold,Good,7
PC,4x4 EVO 2,Poor,4
PC,Half-Life,Great,8
PC,Tom Clancy's Ghost Recon,Good,7
PC,Metal Gear Solid 2: Sons of Liberty,Superb,9
PC,Battle Realms,Great,8
PC,Oddworld: Munch's Oddysee,Good,7
PC,Dead or Alive 3,Good,7
PC,Golden Sun,Great,8
PC,Aliens Versus Predator 2,Great,8
PC,Halo,Superb,9
PC,Star Wars Rogue Leader: Rogue Squadron II,Superb,9
PC,Vampire Night,Great,8
PC,Ms. Pac-Man: Quest for the Golden Maze,Bad,3
PC,SSX Tricky,Superb,9
PC,MechWarrior 4: Black Knight,Good,7
PC,Doom,Good,7
PC,Fatal Fury: Mark of the Wolves,Great,8
PC,Stronghold,Good,7
PC,Super Street Fighter II: Turbo Revival,Superb,9
PC,Soul Reaver 2,Great,8
PC,Tony Hawk's Pro Skater 3,Essential,1
PC,Mat Hoffman's Pro BMX,Good,7
PC,Magic & Mayhem: The Art of Magic,Fair,6
PC,Thunderstrike: Operation Phoenix,Good,7
PC,Castlevania Chronicles,Fair,6
PC,Devil May Cry,Superb,9
PC,Spider-Man 2 Enter: Electro,Good,7
PC,NASCAR Thunder 2002,Great,8
PC,Klonoa: Empire of Dreams,Great,8
PC,X-Men: Reign of Apocalypse,Good,7
PC,Final Fight One,Great,8
PC,Guilty Gear X,Good,7
PC,X-Men: Mutant Academy 2,Great,8
PC,NBA ShootOut 2002,Fair,6
PC,Command & Conquer Yuri's Revenge,Great,8
PC,Planet of the Apes,Bad,3
PC,Capcom vs. SNK 2 Import,Good,7
PC,Arctic Thunder,Bad,3
PC,The Typing of the Dead,Good,7
PC,Formula One 2001,Good,7
PC,The Incredible Machine: Even More Contraptions,Good,7
PC,Sheep Raider,Mediocre,5
PC,Okage: Shadow King,Good,7
PC,Commandos 2: Men of Courage,Great,8
PC,F/A-18 Precision Strike Fighter,Poor,4
PC,Ico,Great,8
PC,Silent Hill 2,Good,7
PC,Spider-Man,Fair,6
PC,NHL 2002,Superb,9
PC,Red Faction,Good,7
PC,WWF With Authority!,Good,7
PC,Portal Runner,Fair,6
PC,Advance Wars,Superb,9
PC,Stretch Panic,Good,7
PC,Dragonriders: Chronicles of Pern,Fair,6
PC,Sudden Strike Forever,Mediocre,5
PC,Operation Flashpoint: Cold War Crisis,Great,8
PC,Independence War 2: The Edge of Chaos,Great,8
PC,Madden NFL 2002,Fair,6
PC,Arcanum: Of Steamworks and Magick Obscura,Good,7
PC,Resident Evil Code: Veronica X,Superb,9
PC,The Settlers: Fourth Edition,Fair,6
PC,Majestic,Fair,6
PC,ESPN X Games Skateboarding,Poor,4
PC,Divided Ground: Middle East Conflict,Fair,6
PC,Vietnam 2: Special Assignment,Bad,3
PC,Bomberman MAX,Great,8
PC,Floigan Bros.,Mediocre,5
PC,Dragon Warrior III,Good,7
PC,Mega Man Legends,Bad,3
PC,Mobile Suit Gundam: Journey to Jaburo,Fair,6
PC,Klonoa 2: Lunatea's Veil,Great,8
PC,Max Payne,Superb,9
PC,Extermination,Good,7
PC,The Sting!,Good,7
PC,Desperados: Wanted Dead or Alive,Fair,6
PC,Le Mans 24 Hours,Great,8
PC,MechCommander 2,Good,7
PC,Billiards,Bad,3
PC,City Crisis,Fair,6
PC,Anachronox,Good,7
PC,Motocross Mania,Terrible,2
PC,Atari Anniversary Edition,Fair,6
PC,Gran Turismo 3: A-Spec,Superb,9
PC,911 Fire Rescue,Mediocre,5
PC,Final Fantasy Chronicles,Great,8
PC,Bomberman Tournament,Great,8
PC,Starfleet Command: Orion Pirates,Good,7
PC,Zeus Official Expansion: Poseidon,Great,8
PC,Battle Hunter,Mediocre,5
PC,Diablo II: Lord of Destruction,Great,8
PC,Soldier of Fortune,Good,7
PC,Star Trek: Deep Space Nine: Dominion Wars,Fair,6
PC,Hot Wired,Poor,4
PC,Capcom vs. SNK: Millennium Fight 2000 Pro,Fair,6
PC,Star Trek: Armada,Good,7
PC,Bloody Roar 3,Mediocre,5
PC,Resident Evil 3 Nemesis,Fair,6
PC,"Who Wants to Be a Millionaire, 3rd Edition",Poor,4
PC,Worms World Party,Good,7
PC,NBA Street,Superb,9
PC,You Don't Know Jack: The Ride,Great,8
PC,Startopia,Great,8
PC,Sonic Adventure 2,Great,8
PC,Twisted Metal: Black,Superb,9
PC,Golf Resort Tycoon,Fair,6
PC,Army Men Advance,Poor,4
PC,Fire Pro Wrestling,Great,8
PC,Train Simulator,Great,8
PC,ChuChu Rocket,Good,7
PC,Rayman Advance,Good,7
PC,Konami Krazy Racers,Great,8
PC,Gangsters 2: Vendetta,Mediocre,5
PC,Earthworm Jim,Good,7
PC,GT Advance Championship Racing,Good,7
PC,Leadfoot,Good,7
PC,Castlevania: Circle of the Moon,Superb,9
PC,Pitfall: The Mayan Adventure,Poor,4
PC,Atlantis: The Lost Empire,Poor,4
PC,F-Zero: Maximum Velocity,Great,8
PC,Super Mario Advance,Great,8
PC,B-17 Gunner: Air War Over Germany,Bad,3
PC,World's Scariest Police Chases,Bad,3
PC,The Legend of Zelda: Oracle of Seasons,Superb,9
PC,The Legend of Zelda: Oracle of Ages,Superb,9
PC,Dave Mirra Freestyle BMX: Maximum Remix,Mediocre,5
PC,Power Spike Pro Beach Volleyball,Fair,6
PC,Off-Road Redneck Racing,Good,7
PC,Pearl Harbor: Defend the Fleet,Bad,3
PC,Red Faction,Great,8
PC,Gunlok,Fair,6
PC,Mario Party 3,Good,7
PC,Little Nicky,Poor,4
PC,Mat Hoffman's Pro BMX,Good,7
PC,Star Trek: Voyager Elite Force Expansion Pack,Fair,6
PC,Project Justice,Good,7
PC,Robot Arena,Bad,3
PC,Myst III: Exile,Great,8
PC,Rune: Halls of Valhalla,Mediocre,5
PC,GigaWing 2,Good,7
PC,Point Blank 3,Great,8
PC,Kawasaki Fantasy Motocross,Terrible,2
PC,Heroes of Might and Magic: Quest for the Dragon Bone Staff,Mediocre,5
PC,Tropico,Great,8
PC,Super Bombad Racing,Fair,6
PC,WWII: Normandy,Poor,4
PC,High Heat Baseball 2002,Mediocre,5
PC,ESPN National Hockey Night,Bad,3
PC,"The $100,000 Pyramid",Fair,6
PC,Outlive,Mediocre,5
PC,Sega Smash Pack Volume 1,Poor,4
PC,The Simpsons: Night of the Living Tree House of Horror,Good,7
PC,Summoner,Good,7
PC,Disney's Aladdin in Nasira's Revenge,Fair,6
PC,WinBack: Covert Operations,Good,7
PC,Army Men: Air Attack 2,Fair,6
PC,Army Men: Green Rogue,Bad,3
PC,Ultima Online: Third Dawn,Fair,6
PC,Mars Matrix,Fair,6
PC,Black & White,Superb,9
PC,Zone of the Enders,Good,7
PC,Front Office Football 2001,Good,7
PC,Serious Sam: The First Encounter,Great,8
PC,Star Fighter,Poor,4
PC,Warriors of Might and Magic,Bad,3
PC,Crusaders of Might and Magic,Fair,6
PC,Fallout Tactics: Brotherhood of Steel,Great,8
PC,Ring of Red,Good,7
PC,Dracula: The Last Sanctuary,Mediocre,5
PC,Daytona USA,Great,8
PC,The Bouncer,Fair,6
PC,Harvest Moon (GB),Good,7
PC,Conker's Bad Fur Day,Superb,9
PC,Blade of Darkness,Good,7
PC,KAO The Kangaroo,Good,7
PC,Mission: Humanity,Terrible,2
PC,Ducati World Racing Challenge,Mediocre,5
PC,Charge 'N Blast,Mediocre,5
PC,Pokemon Silver,Great,8
PC,Fear Effect 2: Retro Helix,Great,8
PC,Icewind Dale: Heart of Winter,Mediocre,5
PC,realMYST,Fair,6
PC,Clive Barker's Undying,Superb,9
PC,America,Poor,4
PC,Star Wars Starfighter,Good,7
PC,MAD - Global Thermonuclear Warfare,Mediocre,5
PC,Croc 2,Fair,6
PC,The Ward,Fair,6
PC,Darkstone,Fair,6
PC,Pokemon Red,Great,8
PC,Woody Woodpecker Racing,Bad,3
PC,Pokemon Blue,Great,8
PC,Rayman 2 Revolution,Superb,9
PC,Stupid Invaders,Fair,6
PC,Paper Mario,Superb,9
PC,SimCoaster,Fair,6
PC,Oni,Good,7
PC,Phantasy Star Online,Great,8
PC,Carnivores: Ice Age,Mediocre,5
PC,Driving Emotion Type-S,Good,7
PC,Mario Tennis,Great,8
PC,Typing of the Dead,Great,8
PC,Super Street Fighter II X Import,Fair,6
PC,Dave Mirra Freestyle BMX,Fair,6
PC,Mega Man Xtreme,Fair,6
PC,Woody Woodpecker Racing,Superb,9
PC,Oni,Fair,6
PC,Metropolis Street Racer,Good,7
PC,Seven Games of the Soul,Poor,4
PC,Fly!,Good,7
PC,Q*Bert,Bad,3
PC,WDL: Thunder Tanks,Good,7
PC,Kengo: Master of Bushido,Mediocre,5
PC,NASCAR 2001,Good,7
PC,Microsoft Classic Board Games,Fair,6
PC,Lunar 2: Eternal Blue,Good,7
PC,Sudden Strike,Mediocre,5
PC,Project IGI: I'm Going In,Good,7
PC,Freedom: First Resistance,Bad,3
PC,The Grinch,Poor,4
PC,Colin McRae Rally 2.0,Fair,6
PC,Top Gear Dare Devil,Poor,4
PC,POD SpeedZone,Fair,6
PC,Harvest Moon: Back to Nature,Great,8
PC,EA Sports Supercross,Great,8
PC,Jungle Book Rhythm N'Groove,Poor,4
PC,Carmageddon 3: TDR 2000,Mediocre,5
PC,Sorcerian,Bad,3
PC,Sno-Cross Championship Racing,Fair,6
PC,NCAA March Madness 2001,Great,8
PC,Jagged Alliance 2: Unfinished Business,Good,7
PC,Hoyle Board Games,Good,7
PC,X-Plane,Good,7
PC,King of Fighters '99 Evolution,Fair,6
PC,EverQuest: The Scars of Velious,Great,8
PC,Evil Dead: Hail to the King,Poor,4
PC,American McGee's Alice,Good,7
PC,NFL QB Club 2001,Poor,4
PC,Chessmaster 8000,Good,7
PC,Looney Tunes Space Race,Good,7
PC,Test Drive Le Mans,Superb,9
PC,Sheep,Fair,6
PC,Disney's Donald Duck: Goin' Quackers,Mediocre,5
PC,FIFA 2001,Superb,9
PC,The Mummy,Mediocre,5
PC,Ms. Pac-Man Maze Madness,Fair,6
PC,You Don't Know Jack: 5th Dementia,Good,7
PC,Super Bust-A-Move,Mediocre,5
PC,Hitman: Codename 47,Mediocre,5
